"nombre_ie","cod_local","cod_modular","nivel","modalidad","distrito","rei","nombre_director","estado"
"INNOVA SCHOOLS - VITARTE","725040","1642503","primaria","EBR","ATE","SIN REI","TAGLE FACHO MARIA JULIA ROSA","active"
"INNOVA SCHOOLS - VITARTE","725040","1642511","secundaria","EBR","ATE","SIN REI","TAGLE FACHO MARIA JULIA ROSA","active"
"1275","313633","1645795","secundaria","EBR","LURIGANCHO","14","NO REGISTRADO","active"
"MI FORTALEZA","742134","1659804","inicial_jardin","EBR","LURIGANCHO","SIN REI","TAFUR CASTROMONTE NACY MARIANA","active"
"UNION LATINO","625757","1664002","primaria","EBR","ATE","SIN REI","RAYA ROBLES MIGUEL ARMANDO","active"
"SANTA RITA DE ATE","622075","1664713","inicial_jardin","EBR","ATE","SIN REI","TICLLAS LARA PEDRO PABLO","active"
"SANTA RITA DE ATE","622075","1664721","secundaria","EBR","ATE","SIN REI","TICLLAS LARA PEDRO PABLO","active"
"MARIA MONTESSORI DE SAN GREGORIO","624079","1664739","primaria","EBR","ATE","SIN REI","ALEGRIA BARRIENTOS SUSY","active"
"SACRO COURE","747527","1664754","inicial_jardin","EBR","ATE","SIN REI","OSCANOA LEON PAMELA ROSSY","active"
"SACRO COURE","856781","1664762","primaria","EBR","ATE","SIN REI","OSCANOA LEON PAMELA ROSSY","active"
"SEÑOR DE LOS MILAGROS","747773","1665090","inicial_jardin","EBR","ATE","SIN REI","HUANAY HUAMANCUSI BETZABE ANTONIA","active"
"SEÑOR DE LOS MILAGROS","747773","1665108","primaria","EBR","ATE","SIN REI","HUANAY HUAMANCUSI BETZABE ANTONIA","active"
"SACO OLIVEROS HUAYCAN","747787","1665116","inicial_jardin","EBR","ATE","SIN REI","PORRAS VASQUEZ CLAUDIA DEL ROSARIO","active"
"SACO OLIVEROS HUAYCAN","747787","1665124","primaria","EBR","ATE","SIN REI","PORRAS VASQUEZ CLAUDIA DEL ROSARIO","active"
"SACO OLIVEROS HUAYCAN","747787","1665132","secundaria","EBR","ATE","SIN REI","PORRAS VASQUEZ CLAUDIA DEL ROSARIO","active"
"HAPPY KIDS","747947","1665389","inicial_jardin","EBR","ATE","SIN REI","AMARO SAMANIEGO DANITZA RAQUEL","active"
"DULCE CAMINITO DE JESUS","747952","1665397","inicial_jardin","EBR","SANTA ANITA","SIN REI","OLAECHEA MOYANO MARIELA","active"
"AMALIA PUGA DE LOZADA","615131","1665900","primaria","EBR","LURIGANCHO","SIN REI","ARTICA ZARATE ALICIA ANTONIA","active"
"WINNER SCHOOL","721792","1666106","secundaria","EBR","LURIGANCHO","SIN REI","LORAYCO CHACON CLARA MILAGRO","active"
"TECHNOLOGY SCHOOLS DE LA MOLINA","205092","1666114","inicial_jardin","EBR","LA MOLINA","SIN REI","SOLANO SACRAVILCA VICENTE RAUL","active"
"MIS PRIMEROS PASOS DE OLIMPO","751072","1667518","inicial_jardin","EBR","ATE","SIN REI","TARAZONA PADILLA JANET VERONICA","active"
"SAN ANTONIO","751086","1667526","secundaria","EBA","CIENEGUILLA","SIN REI","RIVERA SUAREZ ERNESTO AUGUSTO","active"
"FREINET","751109","1667542","inicial_jardin","EBR","ATE","SIN REI","SULCA CERDA MARIA ELENA","active"
"BELEN DE JESUS","719906","1667559","secundaria","EBR","LURIGANCHO","SIN REI","RODRIGUEZ ROBLES FLOR DE MARIA ROSMERI","active"
"MEDRANITOS KIDS","751388","1667823","inicial_jardin","EBR","SANTA ANITA","SIN REI","ALEGRIA LIBERATO VERONICA MERCEDES","active"
"MIS PEQUEÑOS GENIOS","751393","1667831","inicial_jardin","EBR","ATE","SIN REI","GUILLEN DE LA CRUZ JORGE LUIS","active"
"SANTA ROSITA DE LIMA","751430","1667898","inicial_jardin","EBR","ATE","SIN REI","URBINA TORRES NOEL SMITH","active"
"INTERNACIONAL DEL PACIFICO","664862","1667963","inicial_jardin","EBR","ATE","SIN REI","MONAGO AURICIO MOISES","active"
"AMERICANO","752123","1668482","tecnico_productiva","EBR","ATE","SIN REI","ORBEGOSO BELLO MARIA ANGELES","active"
"PATRON SAN ISIDRO DE SANTA ANITA","752137","1668490","inicial_jardin","EBR","SANTA ANITA","SIN REI","ROJAS NUÑEZ CESAR ALFREDO","active"
"PATRON SAN ISIDRO DE SANTA ANITA","752137","1668508","primaria","EBR","SANTA ANITA","SIN REI","ROJAS NUÑEZ CESAR ALFREDO","active"
"PATRON SAN ISIDRO DE SANTA ANITA","752137","1668516","secundaria","EBR","SANTA ANITA","SIN REI","ROJAS NUÑEZ CESAR ALFREDO","active"
"SAINT PATRICK'S CHRISTIAN COLLEGE","307887","1668615","inicial_jardin","EBR","LA MOLINA","SIN REI","GONZALES ILIZARBE ALEX EDMUNDO","active"
"SHALOOM","721396","1668623","secundaria","EBR","LA MOLINA","SIN REI","CHUCO URETA LUIS RAUL","active"
"ANGELITOS DE MARIA","752547","1668631","inicial_jardin","EBR","CIENEGUILLA","1","PIZARRO CUYA DE RUIZ NORMA ELIZIT","active"
"MI PEQUEÑO ARQUITECTO","752585","1668649","inicial_jardin","EBR","ATE","12","AGUIRRE BELLO ELENA VERONICA","active"
"SACERDOTE JESUITA ROMEO","539316","1670033","secundaria","EBR","LURIGANCHO","SIN REI","GALARZA GILIAN WILLIAM JAIME","active"
"GLORIOSO MARISCAL CACERES DE ATE","554967","1670413","secundaria","EBA","ATE","SIN REI","AQUIJE CARBAJO DE ROJAS MARIA TRINIDAD","active"
"TARPUY MODERNO","755027","1670439","secundaria","EBR","ATE","SIN REI","MENDOZA HERNANDEZ JUANA ROCIO","active"
"WINNER KIDS CENTER","755032","1670447","inicial_jardin","EBR","SANTA ANITA","SIN REI","MORENO MERMA LOURDES ALICIA","active"
"GOTITAS DEL SABER","755678","1670785","inicial_jardin","EBR","ATE","9","RAMOS MONTES VIVIANA JUANITA","active"
"SAN MARCOS SCHOOL DEM","585389","1670793","primaria","EBR","SANTA ANITA","SIN REI","RODRIGUEZ FAUSTINO HERMINIA","active"
"CESAR VALLEJO MENDOZA DE VITARTE","755697","1670819","secundaria","EBR","ATE","SIN REI","VALDERRAMA HUARCAYA MIGUEL ANGEL","active"
"CESAR VALLEJO MENDOZA DE VITARTE","755697","1670827","inicial_jardin","EBR","ATE","SIN REI","VALDERRAMA HUARCAYA MIGUEL ANGEL","active"
"CESAR VALLEJO MENDOZA DE VITARTE","755697","1670835","primaria","EBR","ATE","SIN REI","VALDERRAMA HUARCAYA MIGUEL ANGEL","active"
"LAS SEMILLITAS","755881","1671064","inicial_jardin","EBR","LURIGANCHO","15","ASCENCIO ELME YOLANDA","active"
"LAS BRISAS","755895","1671072","inicial_jardin","EBR","LURIGANCHO","15","FLORES MOSQUERA ZORAIDA ELVA","active"
"DIVINO NIÑO","756456","1671593","inicial_jardin","EBR","ATE","11","LLERENA REYES JUANA LUISA","active"
"TECHNOLOGY SCHOOLS","574772","1673052","secundaria","EBR","ATE","SIN REI","TELLO CHUMBERIZA HUMBERTO OCEAS","active"
"MI NUEVO MUNDO","758002","1673243","inicial_jardin","EBR","CHACLACAYO","SIN REI","HUARACCALLO MOLINA CORINA NORA","active"
"MI NUEVO MUNDO","758002","1673250","primaria","EBR","CHACLACAYO","SIN REI","HUARACCALLO MOLINA CORINA NORA","active"
"PASITOS DE JESUS","758016","1673268","inicial_jardin","EBR","CIENEGUILLA","SIN REI","GALVEZ FLAVIO MARIA ELENA","active"
"WINNETKA","298406","1673276","inicial_jardin","EBR","CHACLACAYO","SIN REI","GARRO PEÑA ANTHONY MANUEL","active"
"INTERACTIVA CESAR VALLEJO","720014","1673284","inicial_jardin","EBR","ATE","SIN REI","TACURI CASAÑO JUDITH YANINA","active"
"PAMPAS TINAJAS","777251","1693696","inicial_jardin","EBR","CIENEGUILLA","1","GUERRA MORAN DEISY MARGOT","active"
"LA BUENA SEMILLA I","777265","1693704","inicial_jardin","EBR","ATE","8","RETTIS MARTIN JULISSA MELINA","active"
"REINO DE LOS NIÑOS","777270","1693712","inicial_jardin","EBR","ATE","12","ARROYO PILLACA JULIA","active"
"MIS PRIMEROS PASOS","777289","1693720","inicial_jardin","EBR","SANTA ANITA","5","GOMEZ DIAZ ANA MARIA","active"
"ARCO IRIS","777294","1693738","inicial_jardin","EBR","LURIGANCHO","15","VASQUEZ CUSMA GLADYS","active"
"SEMILLITAS DEL SABER","777307","1693746","inicial_jardin","EBR","SANTA ANITA","5","TELLO SAMILLAN MARIA JOSEFA","active"
"SEÑOR DE LA JUSTICIA","777312","1693753","inicial_jardin","EBR","ATE","9","MEDRANO LAZON CHARO SILVIA","active"
"RICARDO PALMA II","777326","1693761","inicial_jardin","EBR","ATE","10","BUENDIA OCHOA EDITH JUANA","active"
"VIRGEN DE LAS NIEVES","777331","1693779","inicial_jardin","EBR","SANTA ANITA","4","MARKY FERNANDEZ MERCEDES DEL CARMEN","active"
"VIRGEN DE FATIMA","777345","1693787","inicial_jardin","EBR","ATE","9","GRANADOS HUAYTALLA JULISSA GIANNINA","active"
"NIÑO JESUS DE PRAGA","777350","1693795","inicial_jardin","EBR","ATE","9","VALDIVIA CELIS MARILYN","active"
"GOTITAS DEL SABER","777369","1693803","inicial_jardin","EBR","ATE","13","LEON VILLEGAS IRAN ERIKA","active"
"ESTRELLITAS DEL SABER","777374","1693811","inicial_jardin","EBR","ATE","11","RODRIGUEZ ROMAN GENESIS SOLANSH","active"
"GOTITAS DE AMOR","778118","1694447","inicial_jardin","EBR","LURIGANCHO","16","CONDEZO ACOSTA KETTY JUDITH","active"
"1200 SANTA MARIA","314114","1695162","inicial_jardin","EBR","LURIGANCHO","18","CORO CALLE CARMEN MARTHA","active"
"SOL NACIENTE II","778590","1695170","inicial_jardin","EBR","LURIGANCHO","14","PERALTA AGUAYO DE MALDONADO VANESSA EDITH","active"
"YACHAY WASI","778608","1695188","inicial_jardin","EBR","ATE","13","LEON GARCIA MELISSA MILAGROS","active"
"JESUS DE NAZARETH","778613","1695196","inicial_jardin","EBR","ATE","8","CHILIN RODRIGUEZ ANA MARIA","active"
"MI PEQUEÑO MUNDO","778627","1695204","inicial_jardin","EBR","ATE","10","CUADROS VELASQUEZ JUDY ESPERANZA","active"
"NIÑO JESUCITO","778632","1695212","inicial_jardin","EBR","ATE","11","BARZOLA GALARZA JANET BEATRIZ","active"
"JOSEFA CARRILLO Y ALBORNOZ","314227","1695220","primaria","EBR","LURIGANCHO","19","VALENCIA FERNANDEZ AMERICO MANUELSHIÑO","active"
"SANTA ROSITA I","778646","1695238","inicial_jardin","EBR","ATE","13","CAPCHA FERNANDEZ LIDIA","active"
"DULCE AMANECER","778948","1695667","inicial_jardin","EBR","ATE","11","CARRANZA ZUÑIGA ELSY LUZ","active"
"BUENOS AIRES","778953","1695675","inicial_jardin","EBR","LURIGANCHO","19","REYES LUQUE MARIE ASTRID","active"
"LUZ DEL SABER","778967","1695683","inicial_jardin","EBR","ATE","10","NO REGISTRADO","active"
"CASITA DEL SABER","778972","1695691","inicial_jardin","EBR","LURIGANCHO","15","ARANGO PIZAN MILAGROS ROSALYNN","active"
"NIÑOS DE BELEN","779896","1696855","inicial_jardin","EBR","ATE","8","VILCA ROJAS ANA","active"
"CORAZON DE JESUS","779900","1696863","inicial_jardin","EBR","ATE","11","CAPCHA FERNANDEZ LIDIA","active"
"DIVINO NIÑO JESUS","655184","1696871","secundaria","EBR","LURIGANCHO","SIN REI","RIOS TAVARA ROSSMERY DEL PILAR","active"
"LOS EMPRENDEDORES DE CIENEGUILLA","779919","1696889","inicial_jardin","EBR","CIENEGUILLA","SIN REI","RAMOS INFANTE NERY","active"
"EL PORTILLO","780041","1697101","inicial_jardin","EBR","LURIGANCHO","16","RODRIGUEZ ROBLES MARIA VICTORIA JUANA","active"
"CARRUSEL DE NIÑOS","780055","1697119","inicial_jardin","EBR","ATE","12","SULCA ARVIETO FABIOLA","active"
"NUEVO MUNDO","780060","1697127","inicial_jardin","EBR","ATE","9","GUERRA URCOS LYGIA GRACIELA","active"
"TESORO DE JESUS","780079","1697135","inicial_jardin","EBR","ATE","10","NO REGISTRADO","active"
"SANTA ROSITA","780084","1697143","inicial_jardin","EBR","ATE","11","ESPINOZA MUCHA ROXANA","active"
"SAN PEDRO Y SAN PABLO","780098","1697150","inicial_jardin","EBR","LURIGANCHO","15","DAVALOS VELASCO NILDA AMBAR","active"
"MI PEQUEÑO MUNDO","780102","1697168","inicial_jardin","EBR","CIENEGUILLA","1","CASTILLO CHAVEZ DAISY JENNY","active"
"1196","313925","1697176","inicial_jardin","EBR","LURIGANCHO","19","NO REGISTRADO","active"
"1254 MARIA REICHE NEWMANN","291891","1697184","inicial_jardin","EBR","ATE","6","ARTEAGA MATOS MANUEL JESUS","active"
"0031 ROBERT F. KENNEDY","291990","1697192","inicial_jardin","EBR","ATE","7","ENCISO TRUJILLO ANA JULIA","active"
"PABLO PATRON","314171","1697200","inicial_jardin","EBR","LURIGANCHO","19","FLORES HUAYLINOS ROMULO OMAR","active"
"ANGELITOS DE LAS BRISAS","780767","1697747","inicial_jardin","EBR","LURIGANCHO","18","NO REGISTRADO","active"
"NIÑO JESUS","780772","1697754","inicial_jardin","EBR","ATE","12","FERRO MEZA YULISA ELENA","active"
"1286 HEROES DEL CENEPA","307383","1697762","inicial_jardin","EBR","LA MOLINA","2","HONOR ANDIA JULIA KATERINE","active"
"NUESTRA SEÑORA DEL PERPETUO SOCORRO","292980","1698026","primaria","EBA","ATE","SIN REI","APARCANA ESPINOZA JULIO","active"
"AMERICAN WHITMAN","718657","1698034","secundaria","EBR","ATE","SIN REI","OSORES RODRIGUEZ ANA MARIA","active"
"MAHANAIM","780932","1698042","inicial_jardin","EBR","SANTA ANITA","SIN REI","ROSAS ESPINOZA BRENDA LILIAN","active"
"INNOVA VIPAL","780946","1698059","inicial_jardin","EBR","ATE","SIN REI","INGA BALODEON JUUANITA","active"
"INNOVA VIPAL","780946","1698208","primaria","EBR","ATE","SIN REI","INGA BALODEON JUUANITA","active"
"1221 MARIA PARADO DE BELLIDO","338855","1700343","inicial_jardin","EBR","SANTA ANITA","5","YGNACIO GARCIA CESAR ROLANDO","active"
"AURELIO MIRO QUESADA SOSA","294875","1700368","inicial_jardin","EBR","ATE","SIN REI","ARTEAGA TOMAS RICARDO EDGAR","active"
"IPAS","782728","1700384","primaria","EBR","CIENEGUILLA","SIN REI","GUERRA CARBAJAL LUCIA DEL PILAR","active"
"MIS PEQUEÑOS GENIOS","857361","1700426","inicial_jardin","EBR","CHACLACAYO","SIN REI","GUILLEN CASTAÑEDA ISABEL ELENA","active"
"JESUS SANTISIMO SALVADOR","783558","1701093","inicial_jardin","EBR","LURIGANCHO","SIN REI","ISUHUAYLAS TAQUIA CARMEN ROSA","active"
"SEMILLITAS DE JESUS","785072","1702299","inicial_jardin","EBR","LURIGANCHO","SIN REI","SUAREZ FLORES BLANCA FLORMIRA","active"
"ANGELES DE DIOS","722268","1702323","inicial_jardin","EBR","LURIGANCHO","SIN REI","CONDOR CORDOVA MERCEDES","active"
"ISAN","785473","1702836","primaria","EBR","LURIGANCHO","SIN REI","CURIPACO RAMOS ISABEL MONICA","active"
"LITTLE SCHOOL","785958","1703339","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","ORELLANA TARAZONA TANIA","active"
"SANTA MARIA DE FATIMA","785963","1703347","inicial_jardin","EBR","ATE","SIN REI","AYBAR ROJAS MARIA","active"
"BRUNING","308293","1703354","inicial_jardin","EBR","LA MOLINA","SIN REI","MONTENEGRO QUIJANO ALICIA CRISTINA","active"
"VIRGEN DEL CARMEN - LAS VIÑAS","786972","1704352","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"SANTA RITA DE ATE","622075","1704360","secundaria","EBA","ATE","SIN REI","TICLLAS LARA PEDRO PABLO","active"
"UNION LATINO","625757","1704626","inicial_jardin","EBR","ATE","SIN REI","ROBLES MIGUEL ARMANDO","active"
"MANUEL GONZALES PRADA","292126","1713767","inicial_jardin","EBR","ATE","13","PEÑALOZA CHUCO JAIME","active"
"1244 MICAELA BASTIDAS","292329","1713775","inicial_jardin","EBR","ATE","6","CRUZADO HERNANDEZ DONAR ELMER","active"
"0026 AICHI NAGOYA","292273","1713783","inicial_jardin","EBR","ATE","9","PINO ARANCIBIA MIGUEL FERNANDO","active"
"SAN JUAN BAUTISTA","785086","1716778","secundaria","EBR","LURIGANCHO","SIN REI","MOLINA PATIÑO LUIS ADALINO","active"
"RAYITOS DE SOL","799998","1717941","inicial_jardin","EBR","ATE","11","PINTO TORPOCO DORA VIRGINIA","active"
"ANGELITOS DE SAN JUAN","800001","1717958","inicial_jardin","EBR","ATE","11","SORIANO CRUZ ZULEMA JANET","active"
"SEMILLITAS DEL VALLECITO IV","800015","1717966","inicial_jardin","EBR","LURIGANCHO","16","SUMIRE QQUENTA REBECA","active"
"CLAVELITOS DE PARAISO","800082","1717974","inicial_jardin","EBR","LURIGANCHO","14","SUDARIO CARLOS DIANA YANNET","active"
"MI MUNDO MAGICO","800020","1717982","inicial_jardin","EBR","ATE","10","ESPINOZA BARTOLO EDITH NORMA","active"
"MIS PEQUEÑOS GIGANTES","800039","1717990","inicial_jardin","EBR","ATE","9","NO REGISTRADO","active"
"SEMILLITAS DE LAS LOMAS","800044","1718006","inicial_jardin","EBR","ATE","6","NO REGISTRADO","active"
"LOS NIÑOS DE NAZARETH","800058","1718014","inicial_jardin","EBR","LURIGANCHO","16","GONZALES PINCOS ELVA","active"
"JESUSITO DE MI VIDA","800063","1718022","inicial_jardin","EBR","ATE","12","ZUÑIGA SUAZO JANETT MAGALY","active"
"MIS PEQUEÑOS ARQUITECTOS DE LOS ROSALES","800077","1718030","inicial_jardin","EBR","LURIGANCHO","15","EVANGELISTA MOLINA EVELIN YULISA","active"
"ANGELITOS DEL SABER","801350","1719285","inicial_jardin","EBR","ATE","12","BULLON LOPEZ GILDA","active"
"VIRGEN DEL CARMEN","802458","1720424","secundaria","EBR","LURIGANCHO","16","TAFUR CHAVEZ LUZ ADA","active"
"SAN PEDRO Y SAN PABLO","780098","1720432","primaria","EBR","LURIGANCHO","15","DAVALOS VELASCO NILDA AMBAR","active"
"ATENEO DE ATE","802533","1720531","secundaria","EBR","ATE","SIN REI","NO REGISTRADO","active"
"SEMILLITAS DEL VALLECITO IV","800015","1721448","primaria","EBR","LURIGANCHO","16","SUMIRE QQUENTA REBECA","active"
"MUNDO TECNOLOGICO STEVE JOBS","803778","1722099","inicial_jardin","EBR","LURIGANCHO","SIN REI","BALVIN LEVANO KAREN","active"
"MUNDO TECNOLOGICO STEVE JOBS","803778","1722107","primaria","EBR","LURIGANCHO","SIN REI","BALVIN LEVANO KAREN","active"
"ROSA DE LA MERCED","804160","1722503","inicial_jardin","EBR","SANTA ANITA","SIN REI","SANCHEZ PALACIOS ALFREDO MELCHOR","active"
"ALEGRIAS Y TRAVESURAS","804179","1722511","inicial_jardin","EBR","ATE","SIN REI","CHICASACA MANUEL BERTHA VICTORIA","active"
"VANGUARDIA ESTUDIANTIL","526955","1722529","secundaria","EBR","ATE","SIN REI","CARDENAS MESAGEL CARMEN JESSICA","active"
"LA ROSA BLANCA","804184","1722537","tecnico_productiva","EBR","LURIGANCHO","SIN REI","AYLLON SUAREZ INES PATRIICIA","active"
"INTERNATIONAL COLLEGE","804198","1722545","inicial_jardin","EBR","LURIGANCHO","SIN REI","SARMIENTO NAJERA DESSY VANESA","active"
"INTERNATIONAL COLLEGE","804198","1722552","primaria","EBR","LURIGANCHO","SIN REI","SARMIENTO NAJERA DESSY VANESA","active"
"ALTERNATIVO CARMELITAS","402573","1722560","inicial_jardin","EBR","LURIGANCHO","SIN REI","REYNA GAMARRA NICOLAS HIPOLITO","active"
"GLORIOSO MARISCAL CACERES DE ATE","554967","1725266","primaria","EBA","ATE","SIN REI","NO REGISTRADO","active"
"SAN JUDAS TADEO","785977","1727171","primaria","EBA","LURIGANCHO","SIN REI","OSORIO FERNANDEZ MARTIN ALFONSO","active"
"ESPIRITU SANTO","805862","1727262","inicial_jardin","EBR","SANTA ANITA","SIN REI","CANO ROLFFO ZOILA LIRA","active"
"ESPIRITU SANTO","805862","1727270","primaria","EBR","SANTA ANITA","SIN REI","CANO ROLFFO ZOILA LIRA","active"
"COLEGIO MAYOR SISTEMA SAN MARCOS","807168","1728740","primaria","EBR","ATE","SIN REI","ALIAGA LEIVA LUIS ALDO","active"
"COLEGIO MAYOR SISTEMA SAN MARCOS","807168","1728757","secundaria","EBR","ATE","SIN REI","ALIAGA LEIVA LUIS ALDO","active"
"VILLA PROGRESO","807173","1728765","inicial_jardin","EBR","ATE","SIN REI","GARCIA LEON EDWIN ALEX","active"
"VILLA PROGRESO","807173","1728773","primaria","EBR","ATE","SIN REI","GARCIA LEON EDWIN ALEX","active"
"KINDER HAPPY KIDS","807187","1728781","inicial_jardin","EBR","ATE","SIN REI","QUIROZ PEREZ MONICA ROXANA","active"
"AVENTURAS DE COLORIN COLORADO","807192","1728799","inicial_jardin","EBR","SANTA ANITA","SIN REI","CARDENAS QUISPE MARIBEL ROCIO","active"
"LOS ANGELITOS DE MARIA","807205","1728807","inicial_jardin","EBR","LURIGANCHO","SIN REI","ALVARADO ECHEVARRIA MARIA GUADALUPE","active"
"TECHNOLOGY SCHOOLS LUCUMOS","619450","1728815","inicial_jardin","EBR","SANTA ANITA","SIN REI","NINAMANGO MALLQUI SATURNINO EVARISTO","active"
"MI CASITA FELIZ SOLEA","807210","1728823","primaria","EBR","LURIGANCHO","SIN REI","MACURI PADILLA ALICIA GLADYS","active"
"LOS EMPRENDORES DE CIENEGUIILLA","779919","1728831","primaria","EBR","CIENEGUILLA","SIN REI","NO REGISTRADO","active"
"FRANCOIS VIETE","807229","1728849","inicial_jardin","EBR","LURIGANCHO","SIN REI","GONZALES ESPINAL AMELIA","active"
"FRANCOIS VIETE","807229","1728856","primaria","EBR","LURIGANCHO","SIN REI","GONZALES ESPINAL AMELIA","active"
"CIBERT UNI COLECTORA","807234","1728864","primaria","EBR","SANTA ANITA","SIN REI","TRUYENQUE LANCHO YONI","active"
"KIDS & KIDS","751208","1728872","primaria","EBR","LURIGANCHO","SIN REI","PINTADO LOPEZ NORMA BEATRIZ","active"
"PABLO PATRON","313807","1729292","primaria","EBA","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"WONDERLAND SCHOOL","808021","1730571","inicial_jardin","EBR","LURIGANCHO","SIN REI","MADGE MEDINA BLANCA ESTELA","active"
"SAN CARLO ACUTIS SALZANO","808035","1730589","inicial_jardin","EBR","CHACLACAYO","SIN REI","RODRIGUEZ RIVERA BIGAEL FELIX","active"
"SAN CARLO ACUTIS SALZANO","808035","1730597","primaria","EBR","CHACLACAYO","SIN REI","RODRIGUEZ RIVERA BIGAEL FELIX","active"
"HELMA WESFALIA SCHULE","808040","1730605","inicial_jardin","EBR","CIENEGUILLA","SIN REI","CONDE RUIZ ODILA EMERITA","active"
"HELMA WESFALIA SCHULE","808040","1730613","primaria","EBR","CIENEGUILLA","SIN REI","CONDE RUIZ ODILA EMERITA","active"
"LITTLE LION OF JUDAH","808059","1730621","inicial_cuna_jardin","EBR","LURIGANCHO","SIN REI","SEDANO FERNANDEZ LEDINA","active"
"TIC TAC TOE - LA MOLINA","809172","1731231","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","CHIRINOS LA TORRE EDNA TATIANNA","active"
"CUNA DE BENDICION","809290","1731249","inicial_jardin","EBR","ATE","SIN REI","CARDENAS CORDERO CARMEN SARA","active"
"KUSKA YACHAY","809308","1731256","inicial_jardin","EBR","LURIGANCHO","SIN REI","CANCHARI ARANGO MARIA ANGELICA","active"
"KUSKA YACHAY","809308","1731264","primaria","EBR","LURIGANCHO","SIN REI","CANCHARI ARANGO MARIA ANGELICA","active"
"KUSKA YACHAY","809308","1731272","secundaria","EBR","LURIGANCHO","SIN REI","CANCHARI ARANGO MARIA ANGELICA","active"
"PROGRAMATICA","809313","1731280","tecnico_productiva","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"CARAPONGO","810043","1732312","primaria","EBE","LURIGANCHO","SIN REI","INOCENTE HUAMAN ANA MARIA","active"
"ANDINITO","617093","1732759","primaria","EBR","ATE","SIN REI","ROJAS CASTILLO GABRIELA JAKELINE","active"
"BOSTON HIGH SCHOOL","857059","1732767","secundaria","EBR","ATE","SIN REI","TORRES JACOBO JUAN JORGE","active"
"SAN IGNACIO SCHOOL","721669","1732775","secundaria","EBR","ATE","SIN REI","PAUCAR ALIAGA GIOVANNA","active"
